"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"180","S.P.A.M.","31","49.7","1796","1906","12.9","30.1","6.6","0.62","0.41","N/A","N/A","N/A","35-8-0","0.814"
"694","StuyPulse","32","49.7","1796","1906","14.7","25.9","9.1","0.69","0.63","N/A","N/A","N/A","53-9-0","0.855"
"2481","Roboteers","33","49.2","1791","1901","10.1","26.6","12.5","0.76","0.35","N/A","N/A","N/A","49-16-1","0.750"
"987","HIGHROLLERS","34","49.1","1790","1900","13.7","22.3","13.1","0.73","0.56","N/A","N/A","N/A","36-11-1","0.760"
"5172","Gators","35","49.1","1790","1900","13.4","30.1","5.5","0.79","0.29","N/A","N/A","N/A","36-7-0","0.837"
"2122","Team Tators","36","48.8","1788","1897","11.1","25.5","12.2","0.73","0.49","N/A","N/A","N/A","61-8-0","0.884"
"494","Martians","37","48.8","1787","1896","11.3","24.2","13.2","0.62","0.49","N/A","N/A","N/A","52-15-1","0.772"
"3476","Code Orange","38","48.7","1786","1895","13.1","25.5","10.2","0.75","0.49","N/A","N/A","N/A","43-6-1","0.870"
"1339","AngelBotics","39","48.7","1786","1895","13.5","23.7","11.5","0.67","0.46","N/A","N/A","N/A","36-14-1","0.716"
"1706","Ratchet Rockers","40","48.4","1784","1892","12.3","30","6","0.58","0.5","N/A","N/A","N/A","51-6-1","0.888"
"364","Team Fusion 364","41","48.3","1783","1891","14.2","23","11.1","0.79","0.52","N/A","N/A","N/A","51-14-0","0.785"
"6800","Valor","42","48.3","1783","1891","11.1","28.4","8.8","0.77","0.41","N/A","N/A","N/A","62-12-0","0.838"
"3339","BumbleB","43","47.8","1778","1886","12.3","26.9","8.7","0.55","0.45","N/A","N/A","N/A","49-18-0","0.731"
"133","B.E.R.T.","44","47.5","1775","1882","14","25.6","7.9","0.69","0.38","N/A","N/A","N/A","43-11-1","0.791"
"1684","The Chimeras","45","47.3","1773","1880","10.3","26.8","10.2","0.47","0.48","N/A","N/A","N/A","37-26-1","0.586"
"1732","Hilltopper Robotics","46","47","1770","1875","12.7","26.8","7.5","0.72","0.51","N/A","N/A","N/A","50-12-2","0.797"
"2052","KnightKrawler","47","46.8","1769","1874","11.6","23.3","11.9","0.66","0.5","N/A","N/A","N/A","33-13-0","0.717"
"1986","Team Titanium","48","46.8","1768","1873","10.1","28.9","7.7","0.64","0.34","N/A","N/A","N/A","37-12-1","0.750"
"2363","Triple Helix Robotics","49","46.5","1766","1871","15.1","25.8","5.7","0.84","0.19","N/A","N/A","N/A","55-4-3","0.911"
"7034","2B Determined","50","46.5","1766","1871","13.4","21.2","11.9","0.45","0.48","N/A","N/A","N/A","50-18-0","0.735"
"4201","The Vitruvian Bots","51","46.3","1764","1868","13.5","26.7","6.2","0.49","0.24","N/A","N/A","N/A","29-15-1","0.656"
"33","Killer Bees","52","46.3","1764","1868","12.1","22.5","11.7","0.38","0.45","N/A","N/A","N/A","58-14-0","0.806"
"1574","MisCar","53","46.3","1763","1868","12.3","23.4","10.6","0.48","0.37","N/A","N/A","N/A","37-30-0","0.552"
"4522","Team SCREAM","54","46.2","1762","1866","11.7","20.4","14","0.61","0.72","N/A","N/A","N/A","50-16-0","0.758"
"3538","RoboJackets","55","46.1","1762","1866","10.3","29.3","6.6","0.78","0.39","N/A","N/A","N/A","58-15-0","0.795"
"7157","μBotics","56","45.9","1760","1863","10.3","28.4","7.2","0.71","0.29","N/A","N/A","N/A","43-19-2","0.688"
"6328","Mechanical Advantage","57","45.7","1758","1862","12.8","21.9","11.1","0.6","0.47","N/A","N/A","N/A","46-10-2","0.810"
"230","Gaelhawks","58","45.5","1756","1859","12.7","19.1","13.7","0.73","0.56","N/A","N/A","N/A","76-13-1","0.850"
"1241","THEORY6","59","45.2","1754","1856","14.5","27","3.7","0.77","0.09","N/A","N/A","N/A","38-27-0","0.585"
"4003","TriSonics","60","45.1","1752","1855","14.6","25.2","5.2","0.69","0.22","N/A","N/A","N/A","50-15-0","0.769"
"2992","The S.S. Prometheus","61","45.1","1752","1854","11.1","24.1","9.9","0.64","0.29","N/A","N/A","N/A","34-14-0","0.708"
"1114","Simbotics","62","45.1","1752","1854","13.7","22.5","8.9","0.61","0.35","N/A","N/A","N/A","44-17-0","0.721"
"1756","Argos","63","45","1751","1853","10.4","25.7","9","0.72","0.47","N/A","N/A","N/A","41-9-1","0.814"
"238","Crusaders","64","45","1751","1853","12.4","20.2","12.4","0.49","0.55","N/A","N/A","N/A","46-9-0","0.836"
"604","Quixilver","65","44.9","1750","1852","12","20.7","12.2","0.83","0.58","N/A","N/A","N/A","44-12-0","0.786"
"4481","Team Rembrandts","66","44.8","1749","1851","11.2","26.1","7.4","0.87","0.26","N/A","N/A","N/A","35-9-1","0.789"
"95","Grasshoppers","67","44.7","1749","1850","11.9","21.3","11.5","0.63","0.47","N/A","N/A","N/A","43-12-0","0.782"
"4020","Cyber Tribe","68","44.7","1748","1850","13.1","20.8","10.9","0.54","0.55","N/A","N/A","N/A","28-15-0","0.651"
"1023","Bedford Express","69","44.6","1747","1848","8.2","33.7","2.7","0.71","0.08","N/A","N/A","N/A","46-21-1","0.684"
"1987","Broncobots","70","44.5","1747","1848","13.3","23.6","7.6","0.72","0.28","N/A","N/A","N/A","37-14-0","0.725"
"2974","Walton Robotics","71","44.5","1746","1847","10.3","29.4","4.8","0.63","0.14","N/A","N/A","N/A","49-15-1","0.762"
"3478","PrepaTec - LamBot","72","44.5","1746","1847","10.2","29","5.3","0.36","0.31","N/A","N/A","N/A","37-8-1","0.815"
"3357","COMETS","73","44.4","1746","1847","10.9","21.2","12.3","0.66","0.61","N/A","N/A","N/A","70-13-1","0.839"
"3539","Byting Bulldogs","74","44.4","1745","1846","11.1","23.6","9.7","0.73","0.41","N/A","N/A","N/A","65-18-0","0.783"
"3847","Spectrum   -△◅","75","44.1","1743","1843","10.2","24.1","9.9","0.6","0.54","N/A","N/A","N/A","52-17-0","0.754"
"4028","The Beak Squad","76","44","1742","1842","12.3","21","10.8","0.47","0.55","N/A","N/A","N/A","32-15-0","0.681"
"2590","Nemesis","77","43.8","1740","1840","9.5","21.5","12.8","0.49","0.57","N/A","N/A","N/A","53-16-1","0.764"
"6329","The Bucks' Wrath","78","43.8","1740","1840","9","23.3","11.5","0.47","0.54","N/A","N/A","N/A","41-13-0","0.759"
"2614","Mountaineer Area RoboticS (...","79","43.7","1739","1839","9.4","23.2","11.1","0.56","0.46","N/A","N/A","N/A","54-14-0","0.794"
"5712","Hemlock's Gray Matter","80","43.7","1739","1839","10.5","22.1","11.1","0.51","0.68","N/A","N/A","N/A","43-17-1","0.713"
"870","TEAM  R. I. C. E.","81","43.7","1739","1839","9.1","26","8.6","0.83","0.36","N/A","N/A","N/A","54-8-0","0.871"
"1718","The Fighting Pi","82","43.7","1739","1838","12","22.3","9.4","0.59","0.34","N/A","N/A","N/A","34-16-1","0.676"
"16","Bomb Squad","83","43.6","1738","1838","9.5","23.8","10.4","0.65","0.48","N/A","N/A","N/A","34-10-0","0.773"
"2468","Team Appreciate","84","43.6","1738","1837","7.7","23.6","12.3","0.42","0.38","N/A","N/A","N/A","49-20-1","0.707"
"3647","Millennium Falcons","85","43.5","1737","1836","14.2","20.7","8.6","0.5","0.24","N/A","N/A","N/A","25-9-0","0.735"
"4635","PrepaTec - Botbusters","86","43.4","1736","1835","8.4","24.3","10.7","0.65","0.29","N/A","N/A","N/A","54-8-0","0.871"
"316","LUNATECS","87","43.4","1736","1835","10.6","20.6","12.2","0.42","0.36","N/A","N/A","N/A","35-27-1","0.563"
"4415","EPIC Robotz","88","43.3","1735","1834","12.2","19.5","11.6","0.63","0.68","N/A","N/A","N/A","48-14-3","0.762"
"5406","Celt-X","89","43.3","1735","1834","13.5","20.6","9.2","0.54","0.45","N/A","N/A","N/A","43-15-1","0.737"
"2075","Enigma Robotics","90","43.2","1734","1833","14.4","23.2","5.6","0.71","0.21","N/A","N/A","N/A","51-15-1","0.769"
"2168","Aluminum Falcons","91","43.1","1733","1832","10.1","23.4","9.6","0.5","0.28","N/A","N/A","N/A","51-17-1","0.746"
"88","TJ²","92","43.1","1733","1831","11.4","22","9.7","0.44","0.47","N/A","N/A","N/A","52-27-0","0.658"
"4678","CyberCavs","93","43.1","1733","1831","14.7","18.5","9.9","0.51","0.28","N/A","N/A","N/A","46-14-1","0.762"
"1153","Timberwolves","94","43","1733","1831","8.7","22.3","12.1","0.46","0.47","N/A","N/A","N/A","41-22-1","0.648"
"3015","Ranger Robotics","95","42.8","1730","1828","10.2","19.8","12.8","0.69","0.51","N/A","N/A","N/A","45-17-0","0.726"
"5460","Strike Zone","96","42.6","1729","1826","11.7","21.1","9.8","0.65","0.45","N/A","N/A","N/A","53-20-1","0.723"
"2202","BEAST Robotics","97","42.6","1728","1826","10","24.8","7.7","0.54","0.46","N/A","N/A","N/A","34-11-0","0.756"
"696","Circuit Breakers","98","42.6","1728","1826","10.5","21.9","10.2","0.62","0.25","N/A","N/A","N/A","31-11-1","0.733"
"7457","suPURDUEper Robotics","99","42.5","1727","1824","11.4","20.7","10.4","0.88","0.45","N/A","N/A","N/A","56-9-1","0.856"
"1506","Metal Muscle","100","42.4","1727","1824","11.9","23.2","7.4","0.64","0.29","N/A","N/A","N/A","43-20-0","0.683"
"7028","Binary Battalion","101","42.3","1726","1823","12.7","24.3","5.3","0.63","0.21","N/A","N/A","N/A","21-9-0","0.700"
"4613","Barker Redbacks","102","42.2","1725","1822","7.2","23.3","11.8","0.53","0.52","N/A","N/A","N/A","26-6-0","0.813"
"1787","The Flying Circuits","103","42.2","1725","1821","8.4","20.2","13.6","0.52","0.57","N/A","N/A","N/A","36-12-0","0.750"
"5114","Titanium Tigers","104","42.2","1725","1821","14.3","19.7","8.2","0.77","0.42","N/A","N/A","N/A","57-22-0","0.722"
"8332","Alternate Reality","105","42.1","1724","1821","13","18.7","10.5","0.51","0.33","N/A","N/A","N/A","28-6-0","0.824"
"3534","House of Cards","106","42.1","1724","1820","8.9","21.8","11.4","0.54","0.38","N/A","N/A","N/A","42-23-0","0.646"
"3005","RoboChargers","107","42","1723","1820","11.8","23.6","6.6","0.5","0.36","N/A","N/A","N/A","46-20-0","0.697"
"1533","Triple Strange","108","42","1723","1819","10.6","23.5","7.9","0.53","0.35","N/A","N/A","N/A","46-17-0","0.730"
"4362","CSPA Gems","109","42","1723","1819","13.2","18.8","10","0.62","0.47","N/A","N/A","N/A","46-25-1","0.646"
"302","The Dragons","110","42","1723","1819","8.4","24.5","9.2","0.47","0.32","N/A","N/A","N/A","42-32-2","0.566"
"2200","MMRambotics","111","41.9","1722","1819","9.1","20.2","12.7","0.51","0.38","N/A","N/A","N/A","42-13-1","0.759"
"5687","The Outliers","112","41.9","1721","1818","12","17.5","12.4","0.43","0.52","N/A","N/A","N/A","41-23-1","0.638"
"41","RoboWarriors","113","41.8","1721","1817","7.9","26.1","7.8","0.65","0.38","N/A","N/A","N/A","41-23-1","0.638"
"3937","Breakaway","114","41.8","1721","1817","9.7","22.6","9.5","0.47","0.4","N/A","N/A","N/A","34-13-0","0.723"
"4907","Thunderstamps","115","41.6","1719","1815","9.3","20.9","11.4","0.46","0.42","N/A","N/A","N/A","39-19-0","0.672"
"836","The RoboBees","116","41.6","1719","1815","14.4","18.7","8.5","0.59","0.42","N/A","N/A","N/A","47-13-0","0.783"
"3940","CyberTooth","117","41.6","1719","1814","8.7","19.7","13.1","0.59","0.46","N/A","N/A","N/A","41-9-1","0.814"
"2337","EngiNERDs","118","41.5","1718","1814","13.5","19.4","8.7","0.67","0.32","N/A","N/A","N/A","52-21-0","0.712"
"3620","Average Joes","119","41.3","1716","1811","9.8","20.9","10.6","0.46","0.41","N/A","N/A","N/A","39-18-3","0.675"
"6036","Peninsula Robotics","120","41.2","1715","1810","10.5","24.8","5.9","0.62","0.29","N/A","N/A","N/A","33-15-0","0.688"
"2687","Team Apprentice","121","41.1","1714","1809","8.9","20.7","11.5","0.38","0.37","N/A","N/A","N/A","41-23-1","0.638"
"4476","W.A.F.F.L.E.S.","122","41","1713","1808","11.9","21.8","7.4","0.62","0.3","N/A","N/A","N/A","32-17-1","0.650"
"2252","The Mavericks","123","40.8","1711","1806","12.9","19.5","8.4","0.51","0.36","N/A","N/A","N/A","29-17-0","0.630"
"70","More Martians","124","40.8","1711","1805","13.9","17.1","9.8","0.6","0.42","N/A","N/A","N/A","42-20-2","0.672"
"2486","CocoNuts","125","40.6","1710","1804","6","25.1","9.6","0.46","0.32","N/A","N/A","N/A","40-22-0","0.645"
"5199","Robot Dolphins From Outer S...","126","40.6","1710","1804","8.1","23.1","9.5","0.39","0.53","N/A","N/A","N/A","42-21-0","0.667"
"6421","WarriorBots","127","40.6","1709","1803","10.4","19.3","10.9","0.48","0.36","N/A","N/A","N/A","40-20-1","0.664"
"4451","ROBOTZ Garage","128","40.6","1709","1803","12.3","17.3","11","0.58","0.37","N/A","N/A","N/A","40-12-0","0.769"
"1325","Inverse Paradox","129","40.5","1709","1803","11.4","16.9","12.2","0.51","0.67","N/A","N/A","N/A","35-27-0","0.565"
"4488","Shockwave","130","40.5","1709","1803","11.5","22.2","6.9","0.65","0.46","N/A","N/A","N/A","42-22-0","0.656"
"4392","The Deceivers","131","40.4","1708","1801","10.9","21.1","8.4","0.43","0.27","N/A","N/A","N/A","31-24-2","0.561"
"4143","MARS/WARS","132","40.4","1707","1801","8.1","20.1","12.2","0.45","0.47","N/A","N/A","N/A","32-13-2","0.702"
"503","Frog Force","133","40.4","1707","1801","13.6","17.8","9","0.71","0.33","N/A","N/A","N/A","58-29-2","0.663"
"4039","MakeShift Robotics","134","40.3","1707","1800","10.7","22.8","6.9","0.66","0.46","N/A","N/A","N/A","39-14-0","0.736"
"3374","Jackson Hole RoboBroncs","135","40.2","1705","1798","10.5","18","11.6","0.45","0.53","N/A","N/A","N/A","36-24-0","0.600"
"131","CHAOS","136","40","1704","1797","7.7","19.8","12.5","0.55","0.52","N/A","N/A","N/A","34-18-0","0.654"
"5827","Code Purple","137","39.9","1703","1795","11.2","22.9","5.8","0.6","0.18","N/A","N/A","N/A","33-25-1","0.568"
"3061","Huskie Robotics","138","39.7","1701","1793","10.9","20.8","8.1","0.5","0.22","N/A","N/A","N/A","25-17-0","0.595"
"8736","The Mechanisms","139","39.7","1701","1793","12.6","24.1","3.1","0.46","0.21","N/A","N/A","N/A","39-12-0","0.765"
"5675","WiredCats","140","39.7","1701","1793","8.4","25.8","5.4","0.39","0.17","N/A","N/A","N/A","30-16-2","0.646"
"5050","Cow Town Robotics","141","39.7","1700","1793","9.2","17.8","12.6","0.4","0.49","N/A","N/A","N/A","39-20-0","0.661"
"2990","Hotwire","142","39.5","1699","1791","8.7","19.3","11.6","0.34","0.63","N/A","N/A","N/A","40-22-0","0.645"
"51","Wings of Fire","143","39.5","1699","1791","8.6","18.9","12.1","0.34","0.43","N/A","N/A","N/A","26-33-1","0.442"
"340","G.R.R. (Greater Rochester R...","144","39.5","1699","1791","10","18.6","10.9","0.68","0.47","N/A","N/A","N/A","35-10-1","0.772"
"2147","CHUCK","145","39.4","1698","1790","7.9","24.7","6.9","0.63","0.35","N/A","N/A","N/A","44-21-1","0.674"
"5409","Chargers","146","39.4","1698","1790","10","21.6","7.8","0.58","0.48","N/A","N/A","N/A","41-12-1","0.769"
"876","Thunder Robotics","147","39.2","1696","1787","11.5","18.3","9.3","0.42","0.43","N/A","N/A","N/A","32-14-1","0.691"
"1701","RoboCubs","148","39","1695","1786","9.9","21.7","7.5","0.61","0.29","N/A","N/A","N/A","54-25-0","0.684"
"2586","Copper Bots","149","38.9","1693","1784","8.3","18.2","12.4","0.47","0.37","N/A","N/A","N/A","40-29-0","0.580"
"5813","Morpheus","150","38.9","1693","1784","8.9","18","12","0.61","0.57","N/A","N/A","N/A","40-7-0","0.851"
"5727","Omegabytes","151","38.8","1692","1783","6.3","23.6","8.9","0.55","0.34","N/A","N/A","N/A","52-28-2","0.646"
"3197","HexHounds","152","38.6","1690","1781","7.9","19.8","10.9","0.42","0.42","N/A","N/A","N/A","25-18-2","0.578"
"3630","Stampede","153","38.6","1690","1781","7.9","21.1","9.6","0.5","0.33","N/A","N/A","N/A","27-14-0","0.659"
"7769","The CREW","154","38.3","1687","1777","11.7","16.1","10.5","0.5","0.36","N/A","N/A","N/A","35-25-2","0.581"
"587","The Hedgehogs","155","38.2","1687","1776","7.5","19.6","11.2","0.37","0.47","N/A","N/A","N/A","35-23-1","0.602"
"4774","The Drop Bears","156","38.2","1686","1776","14","21.2","3","0.57","0.09","N/A","N/A","N/A","30-10-0","0.750"
"3641","The Flying Toasters","157","38.1","1685","1775","11.1","19","8","0.51","0.27","N/A","N/A","N/A","37-24-0","0.607"
"910","The Foley Freeze","158","38.1","1685","1775","11.1","16.8","10.2","0.24","0.33","N/A","N/A","N/A","22-20-0","0.524"
"3467","Windham Windup","159","37.9","1683","1773","6.3","18.7","13","0.49","0.59","N/A","N/A","N/A","48-17-2","0.731"
"359","Hawaiian Kids","160","37.9","1683","1773","8.4","21.3","8.2","0.67","0.7","N/A","N/A","N/A","64-19-1","0.768"
"2451","PWNAGE","161","37.8","1683","1772","12.3","19.3","6.2","0.59","0.35","N/A","N/A","N/A","47-15-1","0.754"
"2471","Team Mean Machine","162","37.8","1682","1772","8.8","20.4","8.6","0.45","0.45","N/A","N/A","N/A","38-27-0","0.585"
"5454","Obsidian","163","37.7","1681","1770","9.7","20.9","7","0.53","0.19","N/A","N/A","N/A","28-21-2","0.569"
"1538","The Holy Cows","164","37.6","1680","1770","11.7","22.6","3.3","0.43","0.09","N/A","N/A","N/A","29-14-0","0.674"
"623","Oakton Cougar Robotics","165","37.5","1679","1769","8.9","14.4","14.3","0.3","0.58","N/A","N/A","N/A","35-18-0","0.660"
"4829","Titanium Tigers","166","37.5","1679","1769","9.7","17.6","10.3","0.42","0.54","N/A","N/A","N/A","38-20-2","0.650"
"177","Bobcat Robotics","167","37.5","1679","1769","8.8","19","9.7","0.41","0.32","N/A","N/A","N/A","51-15-1","0.769"
"195","CyberKnights","168","37.5","1679","1768","9.1","17.6","10.8","0.54","0.35","N/A","N/A","N/A","44-21-0","0.677"
"1189","Gearheads","169","37.3","1677","1767","10.3","20.1","7","0.45","0.37","N/A","N/A","N/A","30-16-0","0.652"
"5013","Trobots","170","37.3","1677","1767","7.3","21","9.1","0.46","0.29","N/A","N/A","N/A","30-18-0","0.625"
"1640","Sab-BOT-age","171","37.1","1675","1764","8.8","20.6","7.8","0.51","0.44","N/A","N/A","N/A","42-17-1","0.708"
"955","Ctrl C","172","37.1","1675","1764","9.8","21.4","5.9","0.41","0.37","N/A","N/A","N/A","35-17-0","0.673"
"1825","The Cyborgs","173","37","1673","1763","11","16.5","9.6","0.47","0.43","N/A","N/A","N/A","22-7-0","0.759"
"3707","TechnoDogs","174","37","1673","1763","7.8","22.7","6.5","0.6","0.32","N/A","N/A","N/A","30-17-0","0.638"
"1796","RoboTigers","175","36.9","1673","1762","12.2","21.2","3.5","0.58","0.05","N/A","N/A","N/A","33-13-0","0.717"
"3683","Team DAVE","176","36.9","1672","1761","8.9","21","7.1","0.39","0.32","N/A","N/A","N/A","30-15-1","0.663"
"2611","Jacktown Vectors","177","36.9","1672","1761","9.7","16.7","10.5","0.46","0.34","N/A","N/A","N/A","40-22-1","0.643"
"2539","Krypton Cougars","178","36.8","1672","1761","9.8","14.9","12.1","0.4","0.6","N/A","N/A","N/A","52-16-0","0.765"
"2811","StormBots","179","36.8","1671","1760","11.1","20.3","5.5","0.48","0.26","N/A","N/A","N/A","28-27-1","0.509"
"4909","Bionics","180","36.8","1671","1760","8.2","18.6","9.9","0.47","0.3","N/A","N/A","N/A","46-26-1","0.637"
"2158","the ausTIN CANs","181","36.7","1671","1760","12.6","16.5","7.6","0.43","0.2","N/A","N/A","N/A","28-17-2","0.617"
"1918","NC GEARS","182","36.7","1671","1760","7.4","16.6","12.8","0.46","0.47","N/A","N/A","N/A","42-22-3","0.649"
"2960","Automation Nation","183","36.6","1670","1759","8.4","19.3","9","0.56","0.26","N/A","N/A","N/A","31-23-2","0.571"
"3175","Knight Vision","184","36.6","1669","1758","9.9","21.8","4.9","0.53","0.32","N/A","N/A","N/A","35-22-0","0.614"
"4795","Eastbots","185","36.6","1669","1758","10.9","20","5.7","0.66","0.21","N/A","N/A","N/A","49-17-0","0.742"
"1493","Falcons","186","36.5","1668","1757","11.9","18.2","6.4","0.56","0.31","N/A","N/A","N/A","21-6-1","0.768"
"4265","Secret City Wildbots","187","36.5","1668","1757","9.6","24.9","2","0.68","-0.11","N/A","N/A","N/A","30-14-1","0.678"
"3512","Spartatroniks","188","36.5","1668","1757","6.3","20.1","10.1","0.28","0.25","N/A","N/A","N/A","22-22-0","0.500"
"1111","Power Hawks Robotics","189","36.2","1665","1754","10.1","19.2","6.9","0.45","0.27","N/A","N/A","N/A","39-13-0","0.750"
"1757","Wolverines","190","36.2","1665","1754","9.3","21.9","4.9","0.46","0.16","N/A","N/A","N/A","22-21-0","0.512"
"5913","Patriotics","191","36.2","1665","1753","9.9","20","6.3","0.58","0.3","N/A","N/A","N/A","29-10-0","0.744"
"341","Miss Daisy","192","36.2","1665","1753","8.4","17.4","10.4","0.38","0.41","N/A","N/A","N/A","43-19-1","0.690"
"862","Lightning Robotics","193","36","1664","1752","9.4","18.4","8.2","0.43","0.24","N/A","N/A","N/A","34-30-2","0.530"
"1502","Technical Difficulties","194","36","1663","1751","8.2","18.9","8.8","0.47","0.4","N/A","N/A","N/A","32-28-3","0.532"
"2338","Gear It Forward","195","36","1663","1751","9.6","13.4","12.9","0.5","0.57","N/A","N/A","N/A","32-10-1","0.756"
"1710","The Ravonics Revolution","196","36","1663","1751","8.6","20.4","6.9","0.46","0.22","N/A","N/A","N/A","30-23-0","0.566"
"292","PantherTech","197","35.9","1662","1750","8","18.2","9.6","0.4","0.5","N/A","N/A","N/A","28-18-0","0.609"
"2930","Sonic Squirrels","198","35.9","1662","1750","13.4","14.9","7.6","0.51","0.41","N/A","N/A","N/A","41-23-0","0.641"
"846","The Funky Monkeys","199","35.8","1662","1749","9.9","17.8","8.1","0.5","0.27","N/A","N/A","N/A","33-18-0","0.647"
"2557","SOTAbots","200","35.8","1661","1749","9.6","16.2","10","0.5","0.28","N/A","N/A","N/A","37-28-0","0.569"
"4272","Maverick Robotics","201","35.8","1661","1749","9.7","18.3","7.9","0.49","0.24","N/A","N/A","N/A","38-15-0","0.717"
"4905","Andromeda One","202","35.7","1660","1748","7.9","16.4","11.4","0.46","0.46","N/A","N/A","N/A","41-19-2","0.677"
"5414","Pearadox","203","35.7","1660","1748","8.8","17.2","9.7","0.49","0.39","N/A","N/A","N/A","37-26-0","0.587"
"525","Swartdogs","204","35.7","1660","1747","7.7","17.7","10.3","0.6","0.34","N/A","N/A","N/A","23-15-0","0.605"
"1477","Texas Torque","205","35.6","1660","1747","10.4","17","8.2","0.34","0.43","N/A","N/A","N/A","42-18-0","0.700"
"7178","Yeti","206","35.5","1659","1746","7.6","13.9","14","0.44","0.57","N/A","N/A","N/A","37-24-0","0.607"
"3636","Generals","207","35.5","1658","1746","7.4","19","9","0.39","0.38","N/A","N/A","N/A","34-27-2","0.556"
"4561","TerrorBytes","208","35.4","1658","1745","8.4","16.5","10.5","0.49","0.42","N/A","N/A","N/A","42-22-1","0.654"
"2630","Thunderbolts","209","35.2","1656","1743","11.2","17.1","7","0.46","0.38","N/A","N/A","N/A","28-23-0","0.549"
